CWPName,SourceID,CWPStreet,CWPCity,CWPState,CWPZip,RegistryID,FacLat,FacLong,CWPTotalDesignFlowNmbr,CWPActualAverageFlowNmbr,CWPFacilityTypeIndicator,CWPFacilityTypeCode,NPDESIDs
LOGAN WWTP,OH0023388,875 S NORWOOD AVE,LOGAN,OH,43138,1.10006E+11,39.53335,-82.39356,1.6,,POTW,MWD,OH0023388
LOGANSPORT MUNICIPAL WWTP,IN0023604,1400 W WABASH AVE,LOGANSPORT,IN,46947,1.10001E+11,40.747611,-86.387611,9,,POTW,MWD,IN0023604 INL023604
"LOGANVILLE, CITY OF (BIG FLAT CREEK WPCP)",GA0020788,4895 HIGHWAY 81 NORTH,LOGANVILLE,GA,30052,1.10065E+11,33.84525,-83.885583,5,1.1,POTW,CTG,GA0020788 GAL020788
LOMPOC REGIONAL WWRF,CA0048127,1801 WEST CENTRAL AVE,LOMPOC,CA,93436,1.1001E+11,34.66108,-120.48135,5.5,,POTW,MWD,CA0048127
LONDON STP,KY0021270,236 LAGOON TRAIL,LONDON,KY,40741,1.10001E+11,37.10638,-84.06683,5,3.7,POTW,MWD,KY0021270 KYL021270
LONDON WATER TUNNEL,CO0038334,"12 MI NW OF TOWN, ON MOSQUITO CRK",PARK COUNTY,CO,80440,1.10002E+11,39.273,-106.145,,,NON-POTW,POF,CO0038334 CO0045209
LONDON WWTP,OH0023779,501 S MAIN ST,LONDON,OH,43140,1.10001E+11,39.87677,-83.43411,5.8,,POTW,MWD,OH0023779
LONE STAR INDUSTRIES INC.,MO0000809,2524 SOUTH SPRIGG STREET,CAPE GIRARDEAU,MO,63703,1.1E+11,37.2676,-89.5385,,,NON-POTW,POF,MO0000809 MORA21837
LONE STAR POWER PLANT,TX0061999,6866 ST HWY 259 SOUTH,LONE STAR,TX,75668,1.10007E+11,32.921617,-94.722733,80,80,NON-POTW,POF,TX0061999
LONE STAR TUBULAR OPERATIONS,TX0000027,6866 US HWY 259 S,LONE STAR,TX,75668,1.10014E+11,32.93832,-94.690216,,0.5,NON-POTW,POF,TX0000027
LONE TREE CREEK WWTP,CO0040681,13031 E CALEY,CENTENNIAL,CO,801116507,1.1001E+11,39.60144,-104.83735,3.6,,POTW,MWD,CO0040681 COE015000 COG073569 COG650029 COL040681
LONG BEACH (C) WPCP,NY0020567,NATIONAL BLVD & BAY DR,LONG BEACH,NY,11561,1.1002E+11,40.593083,-73.665306,7.5,,POTW,MWD,NY0020567
LONG BEACH MS4,CAS004003,LOS ANGELES REGION,LONG BEACH,CA,9000,1.10028E+11,33.767256,-118.195432,,,NON-POTW,CTG,CAS004003
LONG BEACH WRP,CA0054119,7400 E WILLOW ST,LONG BEACH,CA,90815,1.10001E+11,33.80416,-118.088215,25,,POTW,MWD,CA0054119 CAZ189957
LONG BRANCH SEWERAGE AUTHORITY,NJ0024783,150 JOLINE AVE,LONG BRANCH CITY,NJ,7740,1.10001E+11,40.31294,-73.98603,5.4,,POTW,MWD,NJ0024783 NJG155951 NJL024783
LONG CREEK WWTP,NC0020184,3000 OLD SPENCER MOUNTAIN RD,DALLAS,NC,28034,1.10023E+11,35.306944,-81.134444,16,,POTW,MWD,NC0020184 NCG110056 NCL020184
LONG CREEK WWTP,NC0024244,1040 COBLE AVE EXTENSION,ALBEMARLE,NC,28002,1.10001E+11,35.335592,-80.213516,12,,POTW,MWD,NC0024244 NCG110050 NCL024244
LONG HILL TOWNSHIP STP,NJ0024465,WARREN AVE-SOUTH OF VALLEY RD,LONG HILL TWP,NJ,7980,1.1001E+11,40.66922,-74.49081,,,POTW,MWD,NJ0024465
LONG PRAIRIE WWTP,MN0066079,25251 US HIGHWAY 71,LONG PRAIRIE,MN,56347,1.10009E+11,45.97498,-94.86052,3.64,3.64,POTW,CTG,MN0020303 MN0066079
"LONGBOAT KEY, TOWN OF",FLS266159,501 BAY ISLES ROAD,LONGBOAT KEY,FL,34228,1.1007E+11,27.36893,-82.62579,,,NON-POTW,MWD,FLR20FT06 FLS266159
LONGMONT WWTF,CO0026671,501 E 1 AVE,LONGMONT,CO,80501,1.10001E+11,40.157778,-105.095833,13,,POTW,MWD,CO0026671 COG072608 COG074248 COG075139 COG076337 COG076343 COG076924 COG650009 COR03N829 COR03T624 COR03V063 COR400688 COR401889 COR405147 COR900110
LONGVIEW POWER PLANT,WV0116238,1375 FORT MARTIN ROAD,MAIDSVILLE,WV,26541,1.10044E+11,39.680629,-79.973067,,2.81,NON-POTW,COR,WV0116238
LONGWOOD WWTP,TX0032743,2727 DIXIE FARM RD,PEARLAND,TX,77581,1.10062E+11,29.5569,-95.2164,2.5,2.5,POTW,MWD,TX0032743 TX0098221 TXR05V645
"LONGWOOD, CITY OF",FLS266574,175 WEST WARREN AVE,LONGWOOD,FL,32750,1.10036E+11,28.70014,-81.34802,,,NON-POTW,MWD,FLS266574
LOOGOOTEE WASTEWATER TREATMENT PLANT,IN0039241,SR 555 & SCENIC HILL,LOOGOOTEE,IN,47553,1.1001E+11,38.677444,-86.894361,1,0.51,POTW,MWD,IN0039241 IN0043729
LOOP LLC- DEEPWATER PORT COMPLEX,LA0049492,224 EAST 101 PLACE,GALLIANO,LA,70345,1.10001E+11,29.444942,-90.267579,,1.57,NON-POTW,POF,LA0049492
LORAIN BLACK RIVER WWTP,OH0026093,100 ALABAMA AVE,LORAIN,OH,44052,1.10001E+11,41.4717,-82.17932,15,,POTW,MWD,OH0026093
LOS ALAMOS COUNTY PUD-BAYO  WWTP,NM0020141,3500 PUEBLO CANYON ROAD,LOS ALAMOS,NM,87544,1.10065E+11,35.88747,-106.24622,,,NON-POTW,,NM0020141 NMR053430
LOS ANGELES COUNTY MS4,CAS004001,LOS ANGELES,LOS ANGELES,CA,9000,1.1001E+11,34.0193936,-118.4108248,,,NON-POTW,CTG,CAS004001
LOS ANGELES REFINERY,CA0003778,2101 E PACIFIC COAST HIGHWAY,WILMINGTON,CA,90744,1.10038E+11,33.7956,-118.2331,8.32,,NON-POTW,POF,CA0003778 CAZ422564
LOS COYOTES WRP,CA0054011,16515 PIUMA AVE,CERRITOS,CA,90703,1.10001E+11,33.879889,-118.1035,37.5,,POTW,MWD,CA0054011 CAZ189684
LOS LUNAS WWTP,NM0020303,1781 HEATON LOOP S.E.VALENCIA,LOS LUNAS,NM,87031,1.10011E+11,34.780084,-106.731165,0.9,1,POTW,MWD,NM0020303 NML020303
LOTT BUDD INLET WATER RECLAMATION FACILITY,WA0037061,500 ADAMS ST NE,OLYMPIA,WA,98501,1.10005E+11,47.049372,-122.898656,85.5,,POTW,MWD,WA0037061 WAG994545 WAL037061 WAU000073
LOUDON STP,TN0058181,122 BLAIR BEND DRIVE,LOUDON,TN,37774,1.10006E+11,35.740099,-84.329357,14,7.47,POTW,MWD,TN0058181 TNL058181
LOUISBURG WATER RECLAMATION FACILITY,NC0020231,WASTE TREATMENT PLANT RD,LOUISBURG,NC,27549,1.10001E+11,36.0874,-78.2922,1.37,,POTW,MWD,NC0020231 NCL020231
LOUISIANA DEPT. OF PUBLIC SAFETY AND CORRECTIONS- LOUISIANA STATE PENITENTIARY,LA0051217,END OF HIGHWAY 66,ANGOLA,LA,70712,1.10065E+11,30.940769,-91.592074,,1.3,NON-POTW,STF,LA0051217
LOUISIANA GENERATING LLC- BIG CAJUN PLANT,LA0003042,7807 RIVER RD.,JARREAU,LA,70760,1.10011E+11,30.672686,-91.355111,,3.31,NON-POTW,POF,LA0003042
LOUISIANA INTEGRATED POLYETHYLENE JOINT VENTURE LLC,LA0127532,2201 OLD SPANISH TRAIL ,WESTLAKE,LA,70669,1.10071E+11,30.24502,-93.27563,,,NON-POTW,,LA0127532
"LOUISIANA PIGMENT COMPANY, L.P. - TITANIUM DIOXIDE PLANT",LA0080829,3300 BAYOU D INDE ROAD,CALCASIEU,LA,70669,1.10038E+11,30.196389,-93.306944,,2.05,NON-POTW,POF,LA0080829 LAR05M779 LAR10B312 LAR10J093
LOUISIANA SUGAR REFINERY,LA0000604,1230 SOUTH 5TH AVE.,GRAMERCY,LA,70052,1.1E+11,30.04918,-90.68403,,4.37,NON-POTW,POF,LA0000604 LAR05P359 LAR10G072
LOUISVILLE G & E - CANE RUN STATION,KY0002062,5252 CANE RUN RD,LOUISVILLE,KY,40216,1.1E+11,38.1815,-85.8868,6.29,1.25,NON-POTW,POF,KY0002062 KYR10E909 KYR10G396 KYR10G439
LOUISVILLE G & E - MILL CREEK STATION,KY0003221,14660 DIXIE HWY,LOUISVILLE,KY,40272,1.1E+11,38.0501,-85.9076,241.0743,244.6207,NON-POTW,POF,KY0003221
LOUISVILLE G & E - TRIMBLE STATION,KY0041971,487 CORN CREEK RD,BEDFORD,KY,40006,1.1E+11,38.584751,-85.411645,18,12.02,NON-POTW,POF,KY0041971 KYR10E249
LOUISVILLE JEFFERSON CO MSD,KYS000001,COUNTY WIDE,LOUISVILLE,KY,40202,1.10065E+11,38.253333,-85.763056,999,,NON-POTW,CTG,KYS000001
LOUISVILLE WWTF,CO0023078,1601 EMPIRE RD,LOUISVILLE,CO,80027,1.10002E+11,39.978288,-105.122223,3.4,,POTW,MWD,CO0023078 COG650010
LOUISVILLE WWTP,OH0026182,3101 RAVENNA AVE NE,LOUISVILLE,OH,44641,1.10065E+11,40.81778,-81.27643,2,,POTW,MWD,OH0026182
"LOUISVILLE, CITY OF (FORSTMANN WPCP)",GA0050243,FORSTMANN ROAD (OFF HWY 171),LOUISVILLE,GA,30434,1.10067E+11,33.003755,-82.461841,2,1.14,POTW,CTG,GA0050243 GAL050243
LOVELAND WWTP,CO0026701,920 S BOISE,LOVELAND,CO,80537,1.10014E+11,40.383333,-105.05,10,,POTW,MWD,CO0026701 COG073704 COG075822 COR03Q905 COR401815 COR405909 COR900109
LOVELL FACILITY,WY0000418,UNKNOWN,UNKNOWN,WY,0,1.10065E+11,44.8431,-108.40453,,,NON-POTW,POF,WY0000418
LOWELL REGIONAL WW UTILITY,MA0100633,451 FIRST ST BLVD,LOWELL,MA,1850,1.10024E+11,42.648424,-71.288948,32,,POTW,MWD,MA0100633 MAL100633 MAR053385 MAR053386
LOWELL WWTP,IN0023621,7500 BELSHAW RD,LOWELL,IN,46356,1.1004E+11,41.264306,-87.4175,4,3.378,POTW,MWD,IN0023621 INL023621
LOWELL WWTP,MI0020311,300 BOWES ST.,LOWELL,MI,49331,1.10001E+11,42.9281,-85.3383,,,POTW,CTG,MI0020311
LOWER ALLEN TWP STP,PA0027189,120 LIMEKILN RD,NEW CUMBERLAND,PA,17070-2428,1.10001E+11,40.226111,-76.858889,7.5,,POTW,CTG,PA0027189 PAL027189
LOWER BUCKS WWTP,PA0026468,7900 BRISTOL PIKE,LEVITTOWN,PA,19057-5106,1.1004E+11,40.133899,-74.826821,10,,POTW,CTG,PA0026468
LOWER CREEK WWTP,NC0023981,1905 BROADLAND RD,LENOIR,NC,28645,1.1003E+11,35.8819,-81.5771,6,,POTW,MWD,NC0023981 NCL023981
LOWER EAST FORK REGIONAL WWTP,OH0049379,1005 US RTE 50,MILFORD,OH,45150,1.10001E+11,39.14639,-84.25292,9,,POTW,MWD,OH0049379
LOWER LACKAWANNA VALLEY SANITARY AUTHORITY,PA0026361,COXTON RD,DURYEA,PA,18642-2067,1.10011E+11,41.348611,-75.780179,6,,POTW,CTG,PA0026361 PAL026361
LOWER LITTLE MIAMI WWTP,OH0071692,2086 W US RTE 22 & 3,MAINEVILLE,OH,45039,1.1004E+11,39.3218,-84.25546,12,,POTW,MWD,OH0071692
LOWER SCIOTO WRF,OH0136247,6579 MOORE RD,DELAWARE,OH,43015,1.10027E+11,40.21709,-83.14393,1.4,,NON-POTW,MWD,OH0136247
LOWER TOWNSHIP MUA,NJ0023809,2900 BAYSHORE RD,LOWER TWP,NJ,8251,1.10001E+11,39.004724,-74.931285,4,,POTW,MWD,NJ0023809 NJ0155292 NJG155292 NJL023809
"LOWLAND INDUSTRIAL COMPLEX, INC. (FKA LIBERTY FIBERS CORPORATION) & WASTE INDUST",TN0068187,4900 ENKA HIGHWAY,MORRISTOWN,TN,37813,1.10065E+11,36.15324,-83.21031,5,0.5,POTW,MWD,TN0068187 TNL068187 TNR058063 TNR059837
LOWMAN ENERGY CENTER,AL0003671,4392 CARSON ROAD,LEROY,AL,36548,1.10057E+11,31.4887,-87.9103,,,NON-POTW,COR,AL0003671
LOWVILLE (V) MUNICIPAL PCF,NY0020125,7514 EAST STATE STREET,LOWVILLE,NY,13367,1.10002E+11,43.783833,-75.476306,1.8,,POTW,MWD,NY0020125 NYR00E593
LOXAHATCHEE ENV CONTROL DIST WWTP,FL0034649,2500 JUPITER PARK DR,JUPITER,FL,33458-8962,1.10001E+11,26.924069,-80.140161,11,,POTW,MWD,FL0034649 FLL034649 FLRNEF766
LP ROARING RIVER WWTP,NC0005266,NC HWY 268,ROARING RIVER,NC,28669,1.10065E+11,36.1939,-81.0331,2,,NON-POTW,POF,NC0005266
LRBSA - ARCHBALD WWTP,PA0027065,DISCOVERY LANE TO BALL ROAD,SCOTT TWP,PA,18447,1.1004E+11,41.52574,-75.54685,6,,POTW,CTG,PA0027065
LRBSA - THROOP PLANT,PA0027090,REAR 145 BLVD AVE,THROOP,PA,18512-3339,1.10065E+11,41.4494,-75.63191,10,,POTW,CTG,PA0027090
LRWRA-ADAMS FIELD WATER RECLAMATION FACILITY,AR0021806,1001 TEMPLE ST,LITTLE ROCK,AR,72202,1.10001E+11,34.735278,-92.216389,36,38.28,POTW,MWD,AR0021806 ARR00A001
LRWRA-FOURCHE CREEK WATER RECLAMATION FACILITY,AR0040177,9500 BIRDWOOD DRIVE,LITTLE ROCK,AR,72206,1.10065E+11,34.698357,-92.162882,16,9.83,POTW,MWD,AR0040177
LRWRA-LITTLE MAUMELLE WATER RECLAMATION FACILITY,AR0050849,24924 CHENAL PARKWAY,LITTLE ROCK,AR,72227,1.10065E+11,34.820528,-92.487333,4,2.58,POTW,MWD,AR0050849
LRWS TOWN OF HAMPTON,SC0021318,501 SALUDA ST.,HAMPTON,SC,29924,1.10001E+11,32.847222,-81.104167,,,POTW,CTG,SC0021318 SCL021318
LSC COMMUNICATIONS MCL LLC - WARSAW,IN0003387,2801 W OLD RD 30,WARSAW,IN,46580,1.1E+11,41.242301,-85.897171,1.1,,NON-POTW,POF,IN0003387
LUBECK PSD,WV0032590,12128 DUPONT RD,WASHINGTON,WV,26181,1.1004E+11,39.222276,-81.688451,1.5,,POTW,MWD,WV0032590 WVL032590
LUBRIZOL DEER PARK FACILITY,TX0007048,"41 TIDAL ROAD, N ST HWY 225, S OF THE PT TERMINAL ",DEER PARK,TX,77536-0158,1.10057E+11,29.71747,-95.11328,1.15,1.5,NON-POTW,POF,TX0007048
LUCAS CO WRRF,OH0034223,5758 N RIVER RD,WATERVILLE,OH,43566,1.10001E+11,41.53481,-83.70132,22.5,,POTW,MWD,OH0034223
LUCAYA CDD,FLS743585,3800 COLONIAL BLVD,FORT MYERS,FL,33966,1.1007E+11,26.59843,-81.83475,,,NON-POTW,MWD,FLS743585
LUDINGTON WWTP,MI0021334,5160 W 6TH ST,LUDINGTON,MI,49431,1.10001E+11,43.941897,-86.408838,,,POTW,CTG,MI0021334
LUDLOW,VT0100145,212 PLEASANT ST EXT,LUDLOW,VT,5149,1.10009E+11,43.392349,-72.679281,,,POTW,MWD,VT0100145
LUFKIN FACILITY,TX0001643,3201 ATKINSON DR,LUFKIN,TX,75901,1.10006E+11,31.36287,-94.679583,0.5,0.5,NON-POTW,POF,TX0001643
"LUMBERTON ENERGY HOLDING, LLC",NC0004618,1885 ALAMAC RD,LUMBERTON,NC,28358,1.10001E+11,34.58842,-79.00633,2.74,,NON-POTW,POF,NC0004618 NCG170133
LUMBERTON MUD WWTP 2,TX0092801,619 HWY 421,HARDIN COUNTY,TX,77657,1.10001E+11,30.230472,-94.215889,3.33,3.33,POTW,MWD,TX0092801
LUMBERTON WWTP,NC0024571,700 LAFAYETTE ST EXTENSION,LUMBERTON,NC,28359,1.10007E+11,34.604568,-78.99126,20,,POTW,MWD,NC0024571 NCG110127 NCL024571
LURAY WWTP,VA0062642,45 E MAIN STREET,LURAY,VA,22835,1.10006E+11,38.684558,-78.458819,1.6,,POTW,CTG,VA0062642 VAL062642 VAN010006
LUVERNE WWTP,MN0020141,400 REDBIRD RD,LUVERNE,MN,56156,1.10009E+11,43.651378,-96.199683,1.5,1.5,POTW,CTG,MN0020141
LYMAN TOWN OF,SC0021300,160 GROCE RD,LYMAN,SC,29365,1.10002E+11,34.94762,-82.12303,,,POTW,CTG,SC0021300 SCL021300
LYNCHBURG REGIONAL WASTEWATER TREATMENT PLANT,VA0024970,2301 CONCORD TPKE,LYNCHBURG,VA,24505,1.1004E+11,37.395561,-79.113797,22,,POTW,CTG,VA0024970 VAL024970 VAN040075
LYNN BAYOU WWTF,TX0047562,202 N VIRGINA ST,PORT LAVACA,TX,77979,1.1004E+11,28.624917,-96.629389,2,,POTW,MWD,TX0047562
LYNN HAVEN AWTF,FL0169978,5TH STREET AND MONTANA AVENUE,LYNN HAVEN,FL,32444-2351,1.10001E+11,30.249799,-85.660395,2.5,,POTW,MWD,FL0169978 FLL169978 FLR04E008 FLR05H149
LYNN REGIONAL W P C F,MA0100552,TWO CIRCLE AVE,LYNN,MA,1905,1.10001E+11,42.45293,-70.956287,25.8,,POTW,MWD,MA0100552 MAL100552 MAR05J05F
LYNNWOOD STP,WA0024031,17000 76TH AVE W,EDMONDS,WA,98026,1.1001E+11,47.846298,-122.338351,,,POTW,MWD,WA0024031 WA0025976 WAG994526 WAL024031
LYONDELBASELL INDUSTRIES CHANNELVIEW SOUTH PLANT,TX0069493,2502 SHELDON RD,CHANNELVIEW,TX,77530,1.1E+11,29.816654,-95.107603,,2.74,NON-POTW,POF,TX0069493
LYONDELLBASELL LAPORTE COMPLEX,TX0002836,1515 MILLER CUTOFF RD,DEER PARK,TX,77571,1.10065E+11,29.713855,-95.06745,,0.9,NON-POTW,POF,TX0002836
M C I NORFOLK-WALPOLE WPCF,MA0102253,10 OLD CAMPBELL RD,NORFOLK,MA,2056,1.10001E+11,42.133778,-71.303158,0.484,,POTW,STF,MA0102253 MAG070347
MACCLENNY WWTF,FL0040495,798 HONEYMILL RD,MACCLENNY,FL,32063-2379,1.10028E+11,30.270687,-82.124907,1.3,0.733,POTW,MWD,FL0040495 FLL040495 FLR05F440
MACHIAS WWTF,ME0100323,LOWER MAIN ST,MACHIAS,ME,4654,1.10002E+11,44.71962,-67.45253,0.37,,POTW,MWD,ME0100323
"MACOMB STP, CITY OF",IL0029688,901 WEST GRANT STREET,MACOMB,IL,61455,1.10001E+11,40.4477,-90.68369,7.5,3,POTW,MWD,IL0029688 ILL029688 ILX0006SC
MACON WATER AUTHORITY (LOWER POPLAR WRF),GA0024538,1101 LOWER POPLAR ST,MACON,GA,31201,1.10007E+11,32.811708,-83.603778,,,POTW,CTG,GA0024538 GAIS10060 GAL024538
MACON WATER AUTHORITY (ROCKY CREEK WRF),GA0024546,4705 MEAD RD,MACON,GA,31206,1.1004E+11,32.769534,-83.640199,,,POTW,CTG,GA0024546 GAIS01201 GAL024546
MACON WWTP,MO0023221,32319 VINE STREET,MACON,MO,63552,1.10001E+11,39.737,-92.439639,,,POTW,MWD,MO0023221
"MADEIRA BEACH, CITY OF",FLS648272,300 MUNICIPAL DR,MADEIRA BEACH,FL,33708,1.10064E+11,27.80422,-82.802,,,NON-POTW,MWD,FLR10OY78 FLS648272
MADELIA WWTP,MN0024040,COUNTY ROAD 9,MADELIA,MN,56062,1.1004E+11,44.04328,-94.41952,1.314,1.314,POTW,CTG,MN0024040 MNL024040
MADISON METRO SEW DIST WWTF,WI0024597,1610 MOORLAND RD,MADISON,WI,53713,1.10006E+11,43.034311,-89.346281,50,,POTW,MWD,WI0024597 WIG009756
MADISON MINE,MO0098752,1050 COUNTY ROAD 263,FREDERICKTOWN,MO,63645,1.10009E+11,37.546111,-90.276111,,,NON-POTW,POF,MO0098752
MADISON WWTP,AL0071897,701 LANDESS CIRCLE,MADISON,AL,35756,1.10014E+11,34.567014,-86.75539,8.25,6.14,POTW,MWD,AL0071897 ALL071897 ALR10AQ27 ALR162570
MADISON WWTP,IN0025666,1213 W 1ST ST,MADISON,IN,47250,1.10001E+11,38.73758,-85.39569,3.6,10.2,POTW,MWD,IN0025666 INL025666
MADISON WWTP NO 1,OH0036790,7815 CASHEN RD,MADISON,OH,44057,1.1004E+11,41.84252,-81.00482,5,,POTW,MWD,OH0036790
"MADISON, CITY OF",SD0020010,116 W. CENTER ST.,"MADISON, CITY OF",SD,57042,1.10001E+11,43.990834,-97.092338,1.6,0.7,POTW,MWD,SD0020010
"MADISON, CITY OF (INDIAN CREEK WRF)",GA0038741,1680 INDIAN CREEK ROAD,MADISON,GA,30650,1.10065E+11,33.546,-83.49225,1,1,POTW,MWD,GA0038741 GAL038741
MADISONVILLE STP WEST SIDE,KY0098043,1715 AC SLATON RD,MADISONVILLE,KY,42431,1.10002E+11,37.318493,-87.549857,6,5.02,POTW,CTG,KY0098043 KYL098043
MAGCOBAR MINE SITE,AR0049794,2000 DARBY LANE,MALVERN,AR,72104,1.10009E+11,34.477389,-92.814194,3.3,,NON-POTW,COR,AR0049794 ARR001607
MAGGIE VALLEY WWTP,NC0056561,U S HWY 276 N,MAGGIE VALLEY,NC,28751,1.1004E+11,35.51781,-83.09481,1,,POTW,MWD,NC0056561 NCG110106 NCL056561
MAGMONT OPERATION,MO0001872,MAGMONT MINE ROAD,BIXBY,MO,65439,1.10018E+11,37.639558,-91.092849,,,NON-POTW,POF,MO0001872
MAGNA WATER & SEWER DISTRICT,UT0021440,7650 WEST 2100 SOUTH,MAGNA,UT,84044,1.10028E+11,40.724937,-112.074688,3.3,0,POTW,MWD,UT0021440 UTL021440 UTR390677
MAGNITUDE 7 METALS LLC,MO0105732,391 ST. JUDE INDUSTRIAL PARK,MARSTON,MO,63866,1.10044E+11,36.510698,-89.564834,,,NON-POTW,POF,MO0105732 MORA04074
"MAGNOLIA WATER UTILITY OPERATING CO., LLC- EDEN ISLES",LA0045446,378 LAKEVIEW DRIVE,SLIDELL,LA,70458,1.10009E+11,30.213883,-89.79853,,0.96,NON-POTW,POF,LA0045446
"MAGNOLIA WATER UTILITY OPERATING CO., LLC- GREENLEAVES",LA0068730,3075 WHITE OAK LANE,MANDEVILLE,LA,70448,1.10064E+11,30.380786,-90.062585,0.95,4.92,NON-POTW,POF,LA0068730
"MAGNOLIA, CITY OF-BIG CREEK WWTP",AR0043613,72 COLUMBIA 300,MAGNOLIA,AR,71753,1.10001E+11,33.26661,-93.26479,2.5,2.65,POTW,MWD,AR0043613 ARL043613
MAHANOY CITY MUN SEW AUTH,PA0070041,10 GOLDEN BEAR DR,MAHANOY CITY,PA,17948,1.1004E+11,40.808421,-76.156327,1.38,,POTW,CTG,PA0070041 PAL070041
MAIDEN WWTP,NC0039594,2090 W FINGER ST,MAIDEN,NC,28650,1.10019E+11,35.57583,-81.235,1,,POTW,MWD,NC0039594 NCG110132 NCL039594
MAIN PLANT WWTF,TX0022926,6400 BLOCK OF GEORGIA ST,PORT NECHES,TX,77651,1.10001E+11,29.954319,-93.942518,4.98,4.98,POTW,MWD,TX0022926 TX0024651 TXR05W722
"MAITLAND, CITY OF",FLS266825,1776 INDEPENDENCE LN,MAITLAND,FL,32751,1.10044E+11,28.62732,-81.36454,,,NON-POTW,MWD,FLR10KF64 FLR10QN89 FLR20DR32 FLS266825
MALDEN PUBLIC SERVICE DISTRICT,WV0050610,100 PSD DRIVE,CHARLESTON,WV,25306,1.10002E+11,38.31399,-81.55219,2,,POTW,MWD,WV0050610 WVL050610
MALLARD CREEK WWTP,NC0030210,12400 US HWY 29 N,CHARLOTTE,NC,28262,1.10019E+11,35.33441,-80.696481,12,,POTW,MWD,NC0030210 NCG110114 NCL030210
MALONE (V) WWTP,NY0030376,4 LANE STREET,MALONE,NY,12953,1.10065E+11,44.86295,-74.29635,3.3,,POTW,MWD,NY0030376
"MALVERN, CITY OF-MALVERN WASTEWATER TREATMENT PLANT",AR0034126,3672 GRIGSBY FORD RD,MALVERN,AR,72104,1.1004E+11,34.360722,-92.861778,5.908,5.34,POTW,MWD,AR0034126 ARL034126
MAMARONECK (V) SANITARY SD,NY0026701,WEST BOSTON POST ROAD,MAMARONECK,NY,10543,1.10019E+11,40.946833,-73.733694,20.6,,POTW,MWD,NY0026701
"MAMMOTH,SUTRO,KEYSTONE ET AL",CA0081876,LITTLE BACKBONE & W SQUAW CRK,REDDING,CA,96002,1.10065E+11,40.770361,-122.443986,,0,NON-POTW,POF,CA0081876
"MANALAPAN, TOWN OF",FLS645419,600 S OCEAN AVE,MANALAPAN,FL,33462,1.1007E+11,26.58456,-80.05636,,,NON-POTW,MWD,FLS645419
MANATEE CO & CO APP - MS4,FLS000036,202 6TH AVE E,BRADENTON,FL,34208-1924,1.10011E+11,27.4939,-82.561,,,NON-POTW,STF,FLS000036
MANCHESTER CITY OF,NH0100447,300 WINSTON STREET,MANCHESTER,NH,3103,1.10002E+11,42.94447,-71.45794,34,,POTW,MWD,NH0100447 NHL100447 NHR053125 NHR05BM90
MANCHESTER ST. POWER STATION,RI0000434,40 POINT STREET,PROVIDENCE,RI,2903,1.1E+11,41.817192,-71.405448,,259.2,NON-POTW,POF,RI0000434 RIR50O003 RIR50OOOO RIR700251
MANCHESTER STP,KY0029122,1978 LOVERS LEAP RD,MANCHESTER,KY,40962,1.1001E+11,37.177222,-83.761389,1.6,0.932,POTW,CTG,KY0029122 KYL029122
MANCHESTER WASTEWATER TREATMENT FACILITY,MA0100871,12 CHURCH STREET,MANCHESTER,MA,1944,1.10002E+11,42.57455,-70.77192,1.2,,POTW,MWD,MA0100871 MAU000181
MANCHESTER WATER AND SEWER DEPARTMENT,TN0025038,736 WEST HIGH STREET,MANCHESTER,TN,37355,1.1001E+11,35.4833,-86.09716,4.3,2.94,POTW,CTG,TN0025038 TNL025038
MANCHESTER WPCF,CT0100293,120 THRALL ROAD,MANCHESTER,CT,6040,1.10014E+11,41.777345,-72.561071,8.2,,POTW,MWD,CT0100293
MANDAN CITY OF,ND0022861,205 2ND AVE NW,MANDAN,ND,58554,1.10022E+11,46.82741,-100.8931,0.001,0.001,POTW,MWD,ND0022861
MANDARIN WRF,FL0023493,10828 HAMPTON RD,JACKSONVILLE,FL,32257-6908,1.10009E+11,30.179,-81.622,7.5,3.4,POTW,MWD,FL0023493 FLG071041 FLL023493 FLR05B504 FLR20AL48
"MANDEVILLE, CITY OF",LA0038288,1100 MANDEVILLE HIGHWAY BLVD,MANDEVILLE,LA,70448,1.10001E+11,30.38202,-90.09751,1.5,,POTW,MWD,LA0038288 LAL038288
"MANGONIA PARK, TOWN OF",FLS645427,1755 E TIFFANY DR,WEST PALM BEACH,FL,33407,1.1007E+11,26.75543,-80.08235,,,NON-POTW,MWD,FLS645427
"MANHATTAN STP, VILLAGE OF",IL0020222,100 MARION STREET,MANHATTAN,IL,60442,1.1001E+11,41.42697,-87.99329,3.8,1.35,POTW,MWD,IL0020222 ILL020222 ILX0145SC
"MANHATTAN, CITY OF",KS0036714,1201 SOUTH LEVEE DRIVE,MANHATTAN,KS,66502,1.1004E+11,39.17948,-96.57414,11,,POTW,CTG,KS0036714 KSR106073 KSR106568
MANHEIM STP,PA0020893,RETTEW LANE,MANHEIM,PA,17545,1.1004E+11,40.152667,-76.404444,2.3,,POTW,CTG,PA0020893
MANISTEE WWTP,MI0020362,50 NINTH STREET,MANISTEE,MI,49660,1.10001E+11,44.238642,-86.305874,,,POTW,CTG,MI0020362
MANISTIQUE WWTP,MI0023515,321 TRADERS POINT DR,MANISTIQUE,MI,49854,1.1004E+11,45.9507,-86.249492,,,POTW,CTG,MI0023515
